,Brainstem,SpinalCord,Esophagus,Larynx,Mandible_Bone,Parotid_L,Parotid_R,Acoustic_L,Acoustic_R,Lens_L,Lens_R,Eye_L,Eye_R,Nrv_Optic_L,Nrv_Optic_R,OpticChiasm
0,3.605551242828369,2.0,20.02498435974121,95.8185806274414,3.0,2.0,4.883159160614014,5.099019527435303,5.385164737701416,1.4142135381698608,1.0,1.0,1.4142135381698608,3.7416574954986572,5.103876113891602,10.22983169555664
1,3.1622776985168457,3.1622776985168457,5.0,6.0,3.316624879837036,5.74456262588501,4.123105525970459,5.517326354980469,6.0,1.4142135381698608,1.4142135381698608,1.7320507764816284,1.4142135381698608,4.438164710998535,2.0,17.211910247802734
2,3.2934727668762207,3.0,9.949873924255371,8.0,3.0,4.242640495300293,2.8284270763397217,5.385164737701416,6.538264274597168,1.0,1.0,1.4142135381698608,1.4142135381698608,5.228127956390381,4.898979663848877,3.0
3,3.0,2.0,17.029386520385742,7.0,2.4494898319244385,2.8284270763397217,2.2360680103302,7.071067810058594,6.164413928985596,1.4142135381698608,1.430105447769165,1.0,1.4142135381698608,2.0,3.6667990684509277,7.8102498054504395
4,,,,,,,,,,,,,,,,
5,3.7416574954986572,2.0,12.727922439575195,7.0,3.0,5.099019527435303,5.099019527435303,5.366263389587402,6.4031243324279785,2.2360680103302,2.310765504837036,1.4142135381698608,1.4142135381698608,2.0,1.4142135381698608,2.2360680103302
6,3.0,2.0,8.3366117477417,5.0,2.0,3.1622776985168457,6.082762718200684,5.385164737701416,7.468756198883057,1.4142135381698608,2.2360680103302,1.0,1.7320507764816284,19.783363342285156,1.4142135381698608,3.3089075088500977
7,2.4494898319244385,1.7320507764816284,14.866068840026855,8.062257766723633,3.1622776985168457,2.2360680103302,12.815936088562012,5.584160327911377,5.74456262588501,1.0,1.0,1.0,1.0,26.39307403564453,3.0324554443359375,4.242640495300293
8,,19.651960372924805,41.24318313598633,133.6704864501953,146.1942138671875,,,,,,,,,,,48.755001068115234
9,4.0,4.0,16.26959800720215,6.0,2.2360680103302,3.0,2.8284270763397217,5.4772257804870605,5.044559001922607,1.0,1.4142135381698608,1.4142135381698608,1.0,3.316624879837036,3.917001485824585,6.883388042449951
10,3.0,2.0,10.770329475402832,7.0,3.0,6.324555397033691,4.123105525970459,5.4772257804870605,6.292527198791504,1.4142135381698608,1.7320507764816284,1.0,1.0,8.602325439453125,6.4031243324279785,2.2360680103302
11,3.0,2.0,4.358899116516113,6.082762718200684,3.0,2.2360680103302,2.4494898319244385,5.099019527435303,6.196442127227783,1.0,1.4142135381698608,1.0,1.0,1.4142135381698608,1.7320507764816284,
12,3.1622776985168457,2.0,3.0,7.0,3.0,2.8284270763397217,5.385164737701416,3.7416574954986572,5.099019527435303,1.0,1.0,1.4142135381698608,1.4142135381698608,2.0,1.4142135381698608,3.0
13,2.2360680103302,1.7320507764816284,10.72380542755127,5.196152210235596,3.0,2.8284270763397217,7.141428470611572,5.403576850891113,5.385164737701416,1.4142135381698608,1.4142135381698608,1.0,1.0,2.177051067352295,3.5716443061828613,2.0
14,3.0,2.0,16.792856216430664,6.324555397033691,2.0,3.605551242828369,2.396134376525879,4.123105525970459,7.071067810058594,1.0,1.4142135381698608,1.0,1.4142135381698608,3.2548859119415283,1.0,3.0
15,2.4494898319244385,2.2360680103302,17.8885440826416,7.0,2.2360680103302,8.130146980285645,2.2360680103302,4.582575798034668,6.164413928985596,1.4142135381698608,2.2360680103302,1.4142135381698608,1.4142135381698608,9.219544410705566,3.0,2.4494898319244385
16,3.0,2.0,12.227002143859863,6.0,3.0,4.242640495300293,2.2360680103302,4.324021339416504,5.4949116706848145,1.7320507764816284,1.4142135381698608,1.4142135381698608,1.4142135381698608,1.9062178134918213,1.5413484573364258,12.00623893737793
17,3.0,2.0,15.668431282043457,5.0,3.0,3.7416574954986572,5.9958038330078125,5.385164737701416,4.582575798034668,2.2360680103302,1.4142135381698608,1.4142135381698608,1.4142135381698608,1.4142135381698608,1.4142135381698608,4.358899116516113
18,3.0,2.0,6.480740547180176,6.4031243324279785,3.0,3.605551242828369,2.2360680103302,5.385164737701416,5.099019527435303,1.4142135381698608,1.4142135381698608,1.0,1.4142135381698608,2.2894234657287598,2.2360680103302,5.610894203186035
19,5.0,2.0,20.273134231567383,10.784156799316406,3.0,2.2360680103302,3.316624879837036,4.358899116516113,5.830951690673828,2.0,1.5606601238250732,1.4142135381698608,1.7320507764816284,7.732787132263184,5.099019527435303,3.316624879837036
20,,,,,,,,,,,,,,,,
21,3.605551242828369,2.0,17.564163208007812,8.0,3.0,3.1622776985168457,4.582575798034668,5.099019527435303,9.140528678894043,1.0,1.4142135381698608,2.0,1.0,6.719322681427002,1.7320507764816284,2.2360680103302
22,2.8284270763397217,2.2360680103302,10.705114364624023,8.0,3.0,3.1622776985168457,2.8284270763397217,5.4772257804870605,5.869259357452393,1.0,1.4142135381698608,1.0,1.4142135381698608,4.265892505645752,1.866025447845459,2.4494898319244385
23,,18.384777069091797,53.0848388671875,116.67475891113281,12.449899673461914,10.488088607788086,9.05538558959961,,,,,,,,,
24,4.123105525970459,3.0,24.103940963745117,6.164413928985596,3.0,3.1622776985168457,3.0,3.7416574954986572,8.059144973754883,1.4142135381698608,1.0,1.0,1.0,24.031227111816406,1.4142135381698608,3.0
25,3.1622776985168457,1.986602544784546,16.278820037841797,9.0,3.0,3.316624879837036,7.348469257354736,4.805125713348389,5.570793628692627,1.0,1.4142135381698608,1.4142135381698608,1.0,1.7320507764816284,2.0,19.931034088134766
26,2.2360680103302,1.7320507764816284,5.385164737701416,5.0,3.0,4.979795932769775,11.0,5.385164737701416,5.74456262588501,1.4142135381698608,2.2360680103302,1.0,1.0,3.0,1.4142135381698608,
27,3.0,2.0,7.348469257354736,7.0,2.0,4.0,3.0,5.385164737701416,6.734148025512695,1.5254565477371216,1.0,1.7320507764816284,2.0,2.7905333042144775,1.4142135381698608,2.2360680103302
